Published Date,Project Type,Project Type Name,Budget Line,Budget Line Title,Funding Type,First Fiscal Year,Fiscal Year 1 Amount,Fiscal Year 2 Amount,Fiscal Year 3 Amount,Fiscal Year 4 Amount
20200416,P,PARKS,P  1321,"FRESH KILLS PARK, STATEN ISLAND",S,2021,0,590000,0,0
20200416,P,PARKS,P  1326,HIGH LINE PARK,F,2021,0,0,0,999
20200416,P,PARKS,P  1326,HIGH LINE PARK,P,2021,0,0,0,15972000
20200416,P,PARKS,P  1329,RETAINING WALLS AND SEAWALLS,C,2021,9863417,7038000,2961000,4309000
20200416,P,PARKS,P  1331,SIDEWALKS AND TREES,C,2021,26999,0,0,0
20200416,P,PARKS,P  I001,"ARCH, ENGINEERING, ADMIN. EXPENSES, ETC.",C,2021,100000000,0,0,0
20200416,P,PARKS,P  K001,"PROSPECT PARK, IMPROVEMENTS, BROOKLYN",C,2021,1000000,0,0,0
20200416,P,PARKS,P  K011,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, BRKLYN",C,2021,3000000,0,0,0
20200416,P,PARKS,P  M245,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, MAN.",C,2021,1227000,0,0,0
20200416,P,PARKS,P  Q245,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, QUEENS",C,2021,14450000,0,9590000,0
20200416,P,PARKS,P  Q708,"BAISLEY POND PARK, QUEENS",C,2021,500000,0,0,0
20200416,P,PARKS,P  X245,"MISC PKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, THE BRONX",C,2021,9601000,0,0,0
20200416,PO,POLICE,PO 0002,"CONSTRUCTION OF A NEW 116th PRECINCT STATION HOUSE, QUEENS",C,2021,17194018,0,0,0
20200416,PO,POLICE,PO 0046,ULTRA HIGH FREQUENCY RADIO TELEPHONE EQUIPMENT,C,2021,0,6677150,11956000,6000000
20200416,PO,POLICE,PO 0079,"IMPROVEMENTS TO POLICE DEPARTMENT PROPERTY, CITYWIDE",C,2021,30583231,84220000,244530000,10163000
20200416,PO,POLICE,PO 0111,MARINE LAUNCHES FOR HARBOR UNIT,C,2021,0,337200,0,0
20200416,PO,POLICE,PO 0141,NEW 40TH PRECINCT STATION HOUSE,C,2021,166695,0,0,0
20200416,PO,POLICE,PO 0163,ACQUISITION AND INSTALLATION OF COMPUTER EQUIPMENT,C,2021,26897803,41659000,5500000,1000000
20200416,PO,POLICE,PO 0185,"VEHICLES OF AT LEAST $35,000 AFTER NOVEMBER 1, 1999",C,2021,0,9772090,6753000,3424000
20200416,PO,POLICE,PO 0187,PURCHASE OF NEW EQUIPMENT FOR POLICE DPT. USE,C,2021,2023171,1449000,851000,81000
20200416,PU,EDP EQUIP & FINANC COSTS,PU 0016,"PURCHASE OF ELECTRONIC DATA PROCESSING SOFTWARE, HARDWARE AND INFRA.",C,2021,237417403,222986000,178501000,138110000
20200416,PU,EDP EQUIP & FINANC COSTS,PU 0016A,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR FISA,C,2021,0,7599404,12930000,11865000
20200416,PU,EDP EQUIP & FINANC COSTS,PU 0022,JUDGEMENTS AND SETTLEMENTS IN CONNECTION WITH CAPITAL PROJECTS,C,2021,100000000,0,0,0
20200416,PU,EDP EQUIP & FINANC COSTS,PU 0025,ENERGY EFFICIENCY AND SUSTAINABILITY,C,2021,0,394580342,342021000,391762000
20200416,PU,EDP EQUIP & FINANC COSTS,PU 0100,CITYWIDE RESILIENCY MEASURES,C,2021,0,13226000,369873000,382000000
20200416,PU,EDP EQUIP & FINANC COSTS,PU 0100,CITYWIDE RESILIENCY MEASURES,P,2021,56019000,0,0,0
20200416,PU,EDP EQUIP & FINANC COSTS,PU 0200,CITYWIDE AGENCY FACILITY AND OPERATIONAL PROTECTIVE MEASURES,C,2021,0,4617481,2041000,117529000
20200416,PV,CULTURAL INSTITUTIONS,PV 0001,LOUIS ARMSTRONG HOUSE,C,2021,441189,0,0,50000
20200416,PV,CULTURAL INSTITUTIONS,PV 0022,"METROPOLITAN MUSEUM OF ART, IMPROVEMENTS",C,2021,0,0,3502606,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0040,FLUSHING TOWN HALL,C,2021,0,271554,0,80000
20200416,PV,CULTURAL INSTITUTIONS,PV 0101,RECONSTRUCTION AND IMPROVEMENTS TO THE MUSEUM OF JEWISH HERITAGE,C,2021,0,0,0,4000
20200416,PV,CULTURAL INSTITUTIONS,PV 0230,"NEW YORK AQUARIUM, IMPROVEMENTS",C,2021,16911447,0,0,1250000
20200416,PV,CULTURAL INSTITUTIONS,PV 0230,"NEW YORK AQUARIUM, IMPROVEMENTS",F,2021,81000000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0234,"CLEMENTE SOTO VELEZ CULTURAL AND EDUCATIONAL CENTER, INC.",C,2021,0,2675000,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0235,"BROOKLYN MUSEUM, IMPROVEMENTS",C,2021,0,3590005,0,5373000
20200416,PV,CULTURAL INSTITUTIONS,PV 0272,"QUEENS BOTANICAL GARDEN SOCIETY, IMPROVEMENTS",C,2021,0,1353383,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0274,"HALL OF SCIENCE, FLUSHING MEADOW PARK, ADDITIONS, BETTERMENTS",C,2021,0,0,0,1268405
20200416,PV,CULTURAL INSTITUTIONS,PV 0302,"STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES, IMPROVEMENTS",C,2021,0,316718,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0341,"RICHMONDTOWN/LATOURETTE PARK, IMPROVEMENTS",C,2021,0,25206,32000,7000
20200416,PV,CULTURAL INSTITUTIONS,PV 0464,WAVE HILL ENVIRONMENTAL CENTER IMPROVEMENTS,C,2021,0,0,0,564917
20200416,PV,CULTURAL INSTITUTIONS,PV 0467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",C,2021,0,4252072,6000000,12320000
20200416,PV,CULTURAL INSTITUTIONS,PV 0471,"BRONX MUSEUM OF THE ARTS, IMPROVEMENTS",C,2021,0,0,274294,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0475,NEW YORK STATE THEATER ALTERATIONS AND IMPROVEMENTS.,C,2021,0,0,387402,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0477,"STATEN ISLAND CHILDREN'S MUSEUM, IMPROVEMENTS",C,2021,0,38887,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0490,"SNUG HARBOR, IMPROVEMENTS",C,2021,0,1179383,300000,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0490,"SNUG HARBOR, IMPROVEMENTS",S,2021,0,800000,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0501,"P.S.1 (ART INSTITUTE), RECONSTRUCTION AND IMPROVEMENTS",C,2021,0,0,0,415432
20200416,PV,CULTURAL INSTITUTIONS,PV 0502,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",C,2021,0,0,279634,18000
20200416,PV,CULTURAL INSTITUTIONS,PV 0520,"WEEKSVILLE, IMPROVEMENTS",C,2021,38652,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0545,"WILDLIFE CONSERVATION SOCIETY - BRONX ZOO, FEDERAL IMPROVEMENTS",S,2021,1179000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0788,THE 122 COMMUNITY CENTER INC.,C,2021,0,0,289305,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N01L,UNIVERSAL HIP HOP MUSEUM,C,2021,0,4000000,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N031,"ARC ON 4TH STREET, INC. (ARTISTS, RESIDENCE, COMMUNITY)",C,2021,0,25929,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N042,BALLET HISPANICO,C,2021,0,99000,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N072,BROOKLYN HISTORICAL SOCIETY,C,2021,0,1197,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N123,"NEW YORK LIVE ARTS, INC. (FORMERLY DANCE THEATER WORKSHOP)",C,2021,0,0,0,85972
20200416,PV,CULTURAL INSTITUTIONS,PV 0N161,FOURTH ARTS BLOCK,C,2021,9960,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N176,GUGGENHEIM MUSEUM,C,2021,0,13000,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N196,IRISH REPERTORY THEATRE,C,2021,190,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N222,JOYCE THEATER,C,2021,0,0,54695,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N258,"MARK MORRIS DANCE GROUP (DISCALCED, INC.)",C,2021,0,32000,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N288,NATIONAL MUSEUM OF THE AMERICAN INDIAN,C,2021,0,0,292,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N354,ROUNDABOUT THEATRE COMPANY,C,2021,7000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N364,ST. GEORGE THEATER,C,2021,0,0,339376,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N394,SOUTH STREET SEAPORT MUSEUM,C,2021,0,0,0,108486
20200416,PV,CULTURAL INSTITUTIONS,PV 0N411,TEATRO CIRCULO,C,2021,63750,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N423,THE JEWISH MUSEUM,C,2021,0,14000,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N741,"CHINA INSTITUTE IN AMERICA, INC.",C,2021,0,9946,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N818,RATTLESTICK PRODUCTIONS INC.,C,2021,0,13,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N860,JACQUES MARCHAIS MUSEUM OF TIBETAN ART,C,2021,0,68000,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N949,ARS NOVA THEATER,C,2021,0,57797,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N954,NOBLE MARITIME COLLECTION,C,2021,0,0,308000,0
20200416,PV,CULTURAL INSTITUTIONS,PV 0N960,"THE JAPAN SOCIETY, INC.",C,2021,25000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV I001,"ARCH, ENGINEERING, ADMIN EXPENSES FOR CAPITAL PROJECTS",C,2021,1110000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV K235,"BROOKLYN MUSEUM, IMPROVEMENTS",C,2021,500000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV K262,"BROOKLYN CHILDREN'S MUSEUM, IMPROVEMENTS",C,2021,1000000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV KN02Y,"JACK ARTS, INC.",C,2021,67000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV M022,"METROPOLITAN MUSEUM OF ART, IMPROVEMENTS",C,2021,75000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV M034,"AMERICAN MUSEUM OF NATURAL HISTORY, IMPROVEMENTS AND ADDITIONS",C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV M234,CLEMENTE SOTO VELEZ,C,2021,200000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV M241,MUSEUM OF CITY OF N. Y. IMPROVEMENTS,C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV M279,"CITY CENTER IMPROVEMENTS, MANHATTAN",C,2021,60000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV M289,"NEW YORK SHAKESPEARE FESTIVAL/PUBLIC THEATER, IMPROVEMENTS",C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV M467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",C,2021,72000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV M489,"LINCOLN CENTER, IMPROVEMENTS",C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN01P,LESLIE-LOHMAN MUSEUM,C,2021,250000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN01Y,"CHASHAMA, INC.",C,2021,40000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN01Z,THE FRICK MUSEUM,C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN027,APOLLO THEATER FOUNDATION,C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN02O,DESIGN TRUST FOR PUBLIC SPACE,C,2021,105000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN02Z,THEATERWORKS USA CORP. (TWUSA),C,2021,69000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN031,"ARC ON 4TH STREET, INC. (ARTISTS, RESIDENCE, COMMUNITY)",C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN091,CENTER FOR JEWISH HISTORY,C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN122,"DANCE THEATER OF HARLEM, INC.",C,2021,150000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN123,"NEW YORK LIVE ARTS, INC. (FORMERLY DANCE THEATER WORKSHOP)",C,2021,133000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN194,"INTREPID SEA, AIR & SPACE MUSEUM",C,2021,250000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN204,JAZZ AT LINCOLN CENTER,C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN247,LOWER EAST SIDE TENEMENT MUSEUM,C,2021,200000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN256,MANHATTAN THEATER CLUB,C,2021,196000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN279,MUSEUM OF CHINESE IN AMERICA CENTRE STREET LOCATION,C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN285,NATIONAL BLACK THEATER,C,2021,125000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN288,NATIONAL MUSEUM OF THE AMERICAN INDIAN,C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN290,NEW 42ND STREET INC.,C,2021,175000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN291,NEW MUSEUM,C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN304,NEW YORK HISTORICAL SOCIETY,C,2021,75000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN307,NEW YORK THEATER WORKSHOP,C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN333,PREGONES THEATER,C,2021,70000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN354,ROUNDABOUT THEATRE COMPANY,C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN375,SECOND STAGE THEATER,C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN394,SOUTH STREET SEAPORT MUSEUM,C,2021,250000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN409,SYMPHONY SPACE,C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN420,"GREENWICH HOUSE, INC.",C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN421,CHILDREN'S MUSEUM OF THE ARTS,C,2021,132000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN424,"HALEAKALA, INC. D/B/A THE KITCHEN",C,2021,130000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN683,"WOMEN'S PROJECT AND PRODUCTIONS, INC.",C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN686,"ANTHOLOGY FILM ARCHIVES, INC.",C,2021,150000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN704,HISPANIC SOCIETY OF AMERICA,C,2021,250000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN772,HOME FOR CONTEMPORARY THEATRE & ART,C,2021,60000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN789,"TOWN HALL FOUNDATION, INC.",C,2021,150000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN791,"THEATER FOR THE NEW CITY FOUNDATION, INC.",C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN818,RATTLESTICK PRODUCTIONS INC.,C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN829,"AARON DAVIS HALL, INC.",C,2021,125000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN831,"GINA GIBNEY DANCE, INC.",C,2021,60000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV MN959,"THE NEW GROUP, INC.",C,2021,100000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV Q040,FLUSHING TOWN HALL,C,2021,250000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV Q272,"QUEENS BOTANICAL GARDEN SOCIETY, IMPROVEMENTS",C,2021,750000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV QN332,POPPENHUSEN INSTITUTE,C,2021,750000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV QN413,THEATER ET AL INC. D/B/A THE CHOCOLATE FACTORY,C,2021,500000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV QN655,"COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROSE, INC.",C,2021,750000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV QN994,FLUX FACTORY,C,2021,74000,0,0,0
20200416,PV,CULTURAL INSTITUTIONS,PV XN01L,UNIVERSAL HIP HOP MUSEUM,C,2021,1000000,0,0,0
20200416,PW,PUBLIC BUILDINGS,PW 0077,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, CITYWIDE",C,2021,50532812,128522000,45694000,38374000
20200416,PW,PUBLIC BUILDINGS,PW 0080,"2 LAFAYETTE STREET, MANHATTAN",C,2021,0,981948,0,13200000
20200416,PW,PUBLIC BUILDINGS,PW 0193,"MUNICIPAL BUILDING, MANHATTAN, SPACE ALTERATIONS",C,2021,11327642,1315000,0,0
20200416,PW,PUBLIC BUILDINGS,PW 0195,"RECONSTRUCTION OF 80 CENTRE STREET, MANHATTAN",C,2021,0,2076550,415000,4200000
20200416,PW,PUBLIC BUILDINGS,PW 0266,"125 WORTH STREET, MANHATTAN",C,2021,0,0,1759399,0
20200416,PW,PUBLIC BUILDINGS,PW 0282,"ADA COMPLIANCE, CITYWIDE",C,2021,742306,2604000,3215000,1725000
20200416,PW,PUBLIC BUILDINGS,PW 0291,BROOKLYN BOROUGH HALL,C,2021,401144,4548000,0,0
20200416,PW,PUBLIC BUILDINGS,PW 0293,"LOCAL LAW 5 IMPROVEMENTS, CITYWIDE",C,2021,0,61064974,91853000,6895000
20200416,PW,PUBLIC BUILDINGS,PW 0308,PURCHASE OF EQUIPMENT FOR CITY PURPOSES,C,2021,528491,1197000,275000,285000
20200416,PW,PUBLIC BUILDINGS,PW 0316,"280 BROADWAY, MANHATTAN",C,2021,0,0,1695190,0
20200416,PW,PUBLIC BUILDINGS,PW 0317,"LOCAL LAW 11 IMPROVEMENTS, CITYWIDE",C,2021,0,1328429,23594000,0
20200416,PW,PUBLIC BUILDINGS,PW 0319,ACQUISITION OF BUILDINGS AND OTHER REAL PROPERTY,F,2021,1250000,0,0,0
20200416,PW,PUBLIC BUILDINGS,PW 0322,"345 ADAMS STREET, BROOKLYN",C,2021,13242132,341000,998000,0
20200416,PW,PUBLIC BUILDINGS,PW 0324,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DCAS,C,2021,402427,7710000,6043000,4575000
20200416,PW,PUBLIC BUILDINGS,PW 0326,"IMPROVEMENTS TO LONG TERM LEASED FACILITIES, CITYWIDE.",C,2021,0,20663460,47540000,38566000
20200416,PW,PUBLIC BUILDINGS,PW 0335,"ABATEMENT OF UNSAFE CONDITIONS ON CITY PROPERTY, CITYWIDE",C,2021,0,0,0,1033134
20200416,PW,PUBLIC BUILDINGS,PW 0348,VAPOR CONTROL IMPROVEMENTS,C,2021,45646008,64076000,0,0
20200416,PW,PUBLIC BUILDINGS,PW 0357,"253 BROADWAY, MANHATTAN",C,2021,13701691,1216000,13993000,0
20200416,PW,PUBLIC BUILDINGS,PW 0N055,BOROUGH PARK JEWISH COMMUNITY CENTER,C,2021,0,0,400000,0
20200416,PW,PUBLIC BUILDINGS,PW I001,"ARCH, ENGINEERING, ADMIN EXPENSES FOR CAPITAL PROJECTS",C,2021,10000000,0,0,0
20200416,PW,PUBLIC BUILDINGS,PW K007,NORTHSIDE TOWN HALL COMMUNITY AND CULTURAL CENTER,C,2021,250000,0,0,0
20200416,PW,PUBLIC BUILDINGS,PW KN071,BROOKLYN DEFENDER SERVICES,C,2021,200000,0,0,0
20200416,PW,PUBLIC BUILDINGS,PW MN246,ARMORY FOUNDATION,C,2021,200000,0,0,0
20200416,PW,PUBLIC BUILDINGS,PW MN816,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC.,C,2021,175000,0,0,0
20200416,PW,PUBLIC BUILDINGS,PW QN722,QUEENS COMMUNITY HOUSE,C,2021,775000,0,0,0
20200416,RE,REAL PROPERTY,RE 0025,DEVELOPMENT OF CITY OWNED PROPERTY,C,2021,1817404,82000,3201000,1983000
20200416,S,SANITATION,S  0129,COLLECTION TRUCKS AND EQUIPMENT,C,2021,200826113,182626000,164475000,164487000
20200416,S,SANITATION,S  0136,"GARAGES AND OTHER FACILITIES, IMPROVEMENTS",C,2021,250115859,132761000,177231000,39689000
20200416,S,SANITATION,S  0186,"SANITATION GARAGE FOR DISTRICT 3/3A, BROOKLYN",C,2021,0,2051859,0,0
20200416,S,SANITATION,S  0216,"CONSTRUCTION, RECONSTRUCTION MARINE TRANSFER STATIONS",C,2021,0,19274507,3750000,3849000
20200416,S,SANITATION,S  0216,"CONSTRUCTION, RECONSTRUCTION MARINE TRANSFER STATIONS",F,2021,645814,0,0,0
20200416,S,SANITATION,S  0219,"CONSTRUCTION, SANITATION GARAGE, DISTICT 1/2/5, MANHATTAN",C,2021,1341990,0,0,0
20200416,S,SANITATION,S  0222,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DPT. SANITATION,C,2021,4719706,3500000,3500000,4607000
20200416,S,SANITATION,S  0248,"CONS OF SANITATION GARAGE DISTRICTS 9, 10 & 11, THE BRONX",C,2021,33922965,0,239623000,0
20200416,SE,SEWERS,SE 0001,PROFESSIONAL SERVICES FOR SANITARY AND COMBINED DRAINAGE PLAN PREP.,E,2021,13922142,22588000,72933000,112418000
20200416,SE,SEWERS,SE 0002K,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BROOKLYN",C,2021,484404,0,0,0
20200416,SE,SEWERS,SE 0002K,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BROOKLYN",E,2021,5429948,37661000,46465000,20464000
20200416,SE,SEWERS,SE 0002M,"CONSTR. & RECONSTR. SANITARY & COMBINED SEWERS, MANHATTAN",E,2021,109382760,14058000,12242000,2316000
20200416,SE,SEWERS,SE 0002M,"CONSTR. & RECONSTR. SANITARY & COMBINED SEWERS, MANHATTAN",F,2021,19999999,0,0,0
20200416,SE,SEWERS,SE 0002Q,"CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS, QNS.",E,2021,0,109307361,77584000,5284000
20200416,SE,SEWERS,SE 0002R,"CONST. & RECONST. OF SANITARY & COMBINED SEWERS, STATEN ISLAND",E,2021,22270306,26677000,15098000,7611000
20200416,SE,SEWERS,SE 0002X,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BRONX",E,2021,0,8528315,2137000,4000000
20200416,SE,SEWERS,SE 0004,HIGH LEVEL STORM SEWERS,C,2021,7841275,15931000,1337000,13492000
20200416,SE,SEWERS,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),C,2021,28788895,35668000,19430000,17300000
20200416,SE,SEWERS,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),E,2021,15090000,1868000,0,0
20200416,SE,SEWERS,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),F,2021,4119019,0,0,0
20200416,SE,SEWERS,SE 0200K,"CONSTR. & RECONSTR. STORM SEWERS, BROOKLYN",C,2021,0,5269041,25000,1166000
20200416,SE,SEWERS,SE 0200Q,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, QUEENS",C,2021,0,186703349,280964000,200314000
20200416,SE,SEWERS,SE 0200Q,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, QUEENS",E,2021,250000,0,0,0
20200416,SE,SEWERS,SE 0200R,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, STATEN ISLAND",C,2021,74007852,56165000,27718000,64587000
20200416,SE,SEWERS,SE 0200R,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, STATEN ISLAND",F,2021,41927,0,0,0
20200416,SE,SEWERS,SE 0432,"ENGINEERING, ARCH., ADMINIS. & OTHER COSTS ETC., DEPT. OF ENV. PROT.",C,2021,15000000,0,0,0
20200416,SE,SEWERS,SE 0432,"ENGINEERING, ARCH., ADMINIS. & OTHER COSTS ETC., DEPT. OF ENV. PROT.",E,2021,0,6623309,7500000,13380000
20200416,SE,SEWERS,SE 0716,"LAND ACQUISITION, STORM WATER MANAGEMENT, STATEN ISLAND",C,2021,0,0,19527545,10000000
20200416,SE,SEWERS,SE 0740,"CONSTRUCTION OF SANITARY SEWERS IN ROCKLAND AVENUE, STATEN ISLAND",E,2021,0,0,7687350,0
20200416,SE,SEWERS,SE 0758,"GUNITING OF SEWERS, CITYWIDE",E,2021,8692035,0,0,0
20200416,SE,SEWERS,SE 0789,"STORM SEWER IN B. 63RD STREET, QUEENS",C,2021,0,4064999,0,0
20200416,SE,SEWERS,SE 087HW,SEWER CONTRACTS IN CONJUNCTION WITH DOT WORK,E,2021,3446142,1292000,0,0
20200416,SE,SEWERS,SE 0944,"PRIVATE PORTION FOR HIGHWAY PROJECTS, CITYWIDE",C,2021,1240000,0,0,0
20200416,SE,SEWERS,SE 0944,"PRIVATE PORTION FOR HIGHWAY PROJECTS, CITYWIDE",P,2021,4287204,0,1406000,0
20200416,T,TRANSIT AUTHORITY,T  0005A,IMPROVEMENTS RAPID TRANSIT SYSTEM,C,2021,4000000,4000000,4000000,4000000
20200416,T,TRANSIT AUTHORITY,T  0007A,"NEW VEHICLES, FACILITIES FOR SURFACE AND MABSTOA",C,2021,1000000,1000000,1000000,1000000
20200416,T,TRANSIT AUTHORITY,T  0131,"MISCELLANEOUS RECONSTRUCTION TO LINES UNDER OPERATION, CITY WIDE",C,2021,49920199,35000000,35000000,35000000
20200416,T,TRANSIT AUTHORITY,T  0169,VARIOUS TRANSIT AUTHORITY PROJECTS AND PURCHASES,C,2021,4500000,0,0,0
20200416,TD,TRANSPORTATION EQUIPMENT,TD 0019,PURCHASE OF COMPUTER EQUIPMENT FOR DOT,C,2021,1572465,10045000,5666000,4809000
20200416,TF,TRAFFIC,TF 0001,"INSTALLATION OF STREET-SURFACE MARKINGS AND TRAFFIC SIGNALS, ALL BOROS",C,2021,3830943,96542000,58072000,10098000
